2021/02/16 14:13:19,1674,1,af010ef6-7015-11eb-a653-acde48001122,5,1,914300
2021/02/16 14:13:19,322,1,af1107fc-7015-11eb-a653-acde48001122,9,1,961018
2021/02/16 14:13:19,2117,1,af110e32-7015-11eb-a653-acde48001122,9,2,584052
2021/02/16 14:13:19,1189,1,af111170-7015-11eb-a653-acde48001122,10,1,528667
2021/02/16 14:13:19,772,1,af20f81a-7015-11eb-a653-acde48001122,10,1,532289
2021/02/16 14:13:19,1663,1,af210062-7015-11eb-a653-acde48001122,10,1,739179
2021/02/16 14:13:19,2519,1,af210486-7015-11eb-a653-acde48001122,9,1,169683
2021/02/16 14:13:19,2900,1,af210800-7015-11eb-a653-acde48001122,5,1,214426
2021/02/16 14:13:20,1891,1,af307402-7015-11eb-a653-acde48001122,8,1,389223
2021/02/16 14:13:20,1629,1,af307e3e-7015-11eb-a653-acde48001122,9,2,230241
2021/02/16 14:13:20,1835,1,af402b2c-7015-11eb-a653-acde48001122,4,1,828399
2021/02/16 14:13:20,2292,1,af4030cc-7015-11eb-a653-acde48001122,2,1,976091
2021/02/16 14:13:20,2999,1,af500272-7015-11eb-a653-acde48001122,2,1,54292
2021/02/16 14:13:20,2674,1,af500916-7015-11eb-a653-acde48001122,2,3,344578
2021/02/16 14:13:20,489,1,af500dda-7015-11eb-a653-acde48001122,3,2,92020
2021/02/16 14:13:20,2265,1,af5fb406-7015-11eb-a653-acde48001122,9,1,455442
2021/02/16 14:13:20,1459,1,af6f8ef8-7015-11eb-a653-acde48001122,2,1,200963
2021/02/16 14:13:20,573,1,af6f95b0-7015-11eb-a653-acde48001122,2,1,560665
2021/02/16 14:13:20,1724,1,af6f9a1a-7015-11eb-a653-acde48001122,2,1,167097
2021/02/16 14:13:20,2492,1,af7f90a0-7015-11eb-a653-acde48001122,5,1,845506
2021/02/16 14:13:20,2942,1,af8f835c-7015-11eb-a653-acde48001122,2,2,136368
2021/02/16 14:13:20,922,1,af8f8b72-7015-11eb-a653-acde48001122,2,3,841590
2021/02/16 14:13:20,2265,1,af8f900e-7015-11eb-a653-acde48001122,8,1,82490
2021/02/16 14:13:20,156,1,af8f940a-7015-11eb-a653-acde48001122,5,1,329907
2021/02/16 14:13:20,1477,1,af9f7276-7015-11eb-a653-acde48001122,2,1,743854
2021/02/16 14:13:20,2187,1,af9f78b6-7015-11eb-a653-acde48001122,10,2,664862
2021/02/16 14:13:20,1591,1,af9f7de8-7015-11eb-a653-acde48001122,2,2,109504
